id,y2_date,plot,line,enq,distance,location,main,species_binomial,y1_dbh,y2_dbh,y1_dgh,y2_dgh,mortality,dtn,pom,morpho,y2_notes
23353,,NE,1,4761,44,RR,,,,,20,,,,,,
23377,,NE,1,4785,44.2,C,,,,,1.5,,,,,LIANA,
23363,,NE,1,4771,44.7,R,,,1.5,,,,,,,,
23376,,NE,1,4784,45,C,,,,,1.5,,,,,LIANA,
23366,,NE,1,4779,46.1,L,STEM OF 4768,,,,5,,,,,,
23356,,NE,1,4764,46.3,LL,,,,,1.2,,,,,LIANA,
23358,,NE,1,4766,46.4,L,STEM OF 4768,,1,,1.6,,,,,,
23392,,NE,1,4800,46.6,L,,,,,34.5,,,,,,
23361,,NE,1,4769,47.9,RR,STEM OF 4763,,,,1.4,,,,,,
23355,,NE,1,4763,47.9,C,MAIN STEM,,,,7.5,,,,,,
23362,,NE,1,4770,48,RR,STEM OF 4763,,,,2.8,,,,,,
23373,,NE,1,4781,48.85,C,,,,,3,,,,,LIANA,
23357,,NE,1,4765,49,L,,,,,1.3,,,,,,
23379,,NE,1,4787,49.7,LL,,,1,,,,,,,,
23360,,NE,1,4768,49.8,LL,MAIN STEM,,,,3.6,,,,,,
23390,,NE,1,4798,50.8,L,,,1.4,,,,,,,,
23388,,NE,1,4796,51,R,,,1.9,,,,,,,,
23389,,NE,1,4797,51.3,L,,,1,,,,,,,,
23381,,NE,1,4789,51.5,R,STEM OF 4779,,,,3.3,,,,,,
23371,,NE,1,4779,51.5,R,MAIN STEM,,,,3.5,,,,,,
23368,,NE,1,4776,52.6,C,,,,,4.4,,,,,,
23380,,NE,1,4788,,,,,,,,,,,,,
23359,,NE,1,4767,,,,,,,,,,,,,
23408,,NE,2,4616,45.6,L,,,1.1,,,,,,,,
23374,,NE,2,4782,52.8,R,STEM OF 4780,,,,1.8,,,,,,
23372,,NE,2,4780,52.8,R,MAIN STEM,,,,2,,,,,,
23385,,NE,2,4793,52.9,R,,,,,2.5,,,,,,
23367,,NE,2,4775,53,LL,,,,,26.3,,,,,,
23365,,NE,2,4773,53.5,C,MAIN STEM,,,,21.9,,,,,,
23364,,NE,2,4772,53.5,C,STEM OF 4773,,,,10.7,,,,,,
23391,,NE,2,4799,54.8,L,,,1,,,,,,,LIANA,
23387,,NE,2,4795,55.1,C,,,1.4,,,,,,,,
23375,,NE,2,4783,55.4,L,,,1,,,,,,,,
23394,,NE,2,4602,55.6,C,,,1.3,,,,,,,LIANA,
23370,,NE,2,4778,56.4,R,,,1.2,,,,,,,,
23382,,NE,2,4790,56.9,LL,,,1.1,,,,,,,,
23398,,NE,2,4606,57,C,,,1.1,,,,,,,,
23384,,NE,2,4792,57.3,L,,,2,,,,,,,,
23400,,NE,2,4608,57.5,LL,,,1,,,,,,,,
23369,,NE,2,4777,57.8,C,STEM OF 4793,,,,1,,,,,LIANA,
23378,,NE,2,4786,58.2,L,,,1,,,,,,,,
23383,,NE,2,4791,58.3,LL,,,1.3,,,,,,,,
23402,,NE,2,4610,58.4,C,,,1,,,,,,,,
23386,,NE,2,4794,59.2,R,,,1,,,,,,,,
23403,,NE,2,4611,59.6,C,,,1.1,,,,,,,,
23399,,NE,2,4607,59.6,RR,,,1.3,,,,,,,,
23397,,NE,2,4605,59.7,RR,STEM OF 4601,,,,3.3,,,,,,
23396,,NE,2,4604,59.7,RR,STEM OF 4601,,,,3.3,,,,,,
23395,,NE,2,4603,59.7,RR,STEM OF 4601,,,,6.1,,,,,,
23393,,NE,2,4601,59.7,RR,MAIN STEM,,,,10.2,,,,,,
23401,,NE,2,4609,61.5,R,,,,,6,,,,,,
23405,,NE,2,4613,65,R,,,1.4,,,,,,,,
23404,,NE,2,4612,65,C,,,1.5,,,,,,,,
23409,,NE,2,4617,66,R,,,1,,,,,,,,
23406,,NE,2,4614,66.3,C,,,2.5,,,,,,,,
23412,,NE,2,4620,67.5,RR,,,1,,,,,,,,
23407,,NE,2,4615,67.5,LL,,,1.1,,,,,,,,
23410,,NE,2,4618,67.7,LL,,,1,,,,,,,,
23411,,NE,2,4619,68.4,LL,,,1.2,,,,,,,,
23414,,NE,2,4622,68.5,LL,STEM OF 4622,,,,3,,,,,,
23413,,NE,2,4612,68.5,LL,MAIN STEM,,,,5.7,,,,,,
23416,,NE,2,4624,70,RR,,,1.3,,,,,,,,
23417,,NE,2,4625,71.3,RR,ON 4623,,,,2.9,,,,,LIANA,
23415,,NE,2,4623,71.3,RR,,,,,7.1,,,,,,
23418,,NE,2,4626,74.1,LL,,,,,5,,,,,,
23419,,NE,2,4626,76.7,LL,,,2,,,,,,,,
23422,,NE,2,4630,77.6,RR,ON 4629,,,,1.5,,,,,LIANA,
23420,,NE,2,4628,77.6,RR,,,1.1,,,,,,,,
23421,,NE,2,4629,78,RR,,,,,7.3,,,,,,
23424,,NE,2,4632,78.6,LL,,,1.2,,,,,,,,
23423,,NE,2,4631,79.4,LL,,,1,,,,,,,,
23426,,NE,2,4634,81.3,R,,,1,,,,,,,LIANA,
23427,,NE,2,4635,83.9,C,,,1.5,,,,,,,,
23425,,NE,2,4633,83.9,R,,,,,16.8,,,,,,
23429,,NE,2,4637,85.1,LL,,,1.5,,,,,,,,
23428,,NE,2,4636,86,C,,,1.5,,,,,,,,
23430,,NE,2,4638,86.9,L,,,1,,,,,,,,
23432,,NE,2,4640,87,C,,,1,,,,,,,,
23431,,NE,2,4639,87.1,L,,,1.3,,,,,,,,
23434,,NE,2,4642,87.95,L,,,1,,,,,,,,
23435,,NE,2,4643,88.2,L,,,1.1,,,,,,,,
23433,,NE,2,4641,88.2,L,,,1.8,,,,,,,,
23436,,NE,2,4644,90.7,RR,,,1.1,,,,,,,,
23439,,NE,2,4647,92.9,C,,,1.3,,,,,,,,
23444,,NE,2,4652,93,L,,,1.2,,,,,,,,
23441,,NE,2,4649,93.3,RR,,,1.7,,,,,,,,
23453,,NE,2,4661,93.4,RR,STEM OF 4659,,,,1,,,,,,
23452,,NE,2,4660,93.4,RR,STEM OF 4659,,,,1.3,,,,,,
23451,,NE,2,4659,93.4,RR,HOST TREE IS 4648,,,,3.5,,,,,LIANA,
23448,,NE,2,4656,93.4,RR,STEM OF 4651,,,,5.7,,,,,LIANA,
23445,,NE,2,4653,93.4,RR,STEM OF 4651,,,,2.1,,,,,LIANA,
23442,,NE,2,4650,93.8,RR,,,1.4,,,,,,,,
23437,,NE,2,4645,93.8,L,,,1.1,,,,,,,,
23438,,NE,2,4646,94,C,,,1.3,,,,,,,,
23443,,NE,2,4651,94.2,R,MAIN STEM,,,,9,,,,,LIANA,
23440,,NE,2,4648,94.3,RR,,,,,13,,,,,,
23454,,NE,2,4662,94.35,LL,,,1,,,,,,,,
23450,,NE,2,4658,94.6,RR,,,1.1,,,,,,,,
23446,,NE,2,4654,94.6,C,,,1,,,,,,,,
23449,,NE,2,4657,94.8,RR,,,1.6,,,,,,,,
23458,,NE,2,4666,95.4,C,,,6.3,,,,,,,LIANA,
23457,,NE,2,4665,95.4,C,,,2.2,,,,,,,,
23455,,NE,2,4663,95.5,C,STEM OF 4651,,,,3.2,,,,,LIANA,
23467,,NE,2,4675,96.6,C,,,3,,,,,,,LIANA,
23465,,NE,2,4673,96.6,C,,,3.1,,,,,,,LIANA,
23468,,NE,2,4676,96.7,C,,,1.1,,,,,,,ARANA THORNY VINE,
23463,,NE,2,4671,96.8,L,,,1.1,,,,,,,,
23462,,NE,2,4670,96.8,LL,,,,,4.7,,,,,,
23456,,NE,2,4664,97.4,L,,,1.2,,,,,,,,
23470,,NE,2,4678,98,C,,,,,5.1,,,,,LIANA,
23469,,NE,2,4677,98,C,,,,,3.3,,,,,LIANA,
23475,,NE,2,4683,98.3,C,,,,,1.3,,,,,LIANA,
23474,,NE,2,4682,98.3,C,,,,,1.8,,,,,LIANA,
23473,,NE,2,4681,98.3,C,,,,,1.2,,,,,LIANA,
23472,,NE,2,4680,98.3,C,,,,,7.6,,,,,LIANA,
23471,,NE,2,4679,98.3,C,,,,,3.2,,,,,LIANA,
23480,,NE,2,4688,98.4,R,,,1.3,,,,,,,,
23478,,NE,2,4686,98.4,R,,,1.5,,,,,,,,
23477,,NE,2,4685,98.5,C,STEM OF 4684,,,,4.2,,,,,,
23476,,NE,2,4684,98.5,C,MAIN STEM,,,,3.6,,,,,,
23460,,NE,2,4668,98.7,LL,,,,,3.1,,,,,LIANA,
23479,,NE,2,4687,99.2,LL,,,1.5,,,,,,,,
23459,,NE,2,4667,99.3,L,,,1.3,,,,,,,,
23447,,NE,2,4655,99.6,L,,,1.4,,,,,,,,
23466,,NE,2,4674,99.7,RR,,,1.5,,,,,,,,
23461,,NE,2,4669,99.8,L,,,1.8,,,,,,,,
23464,,NE,2,4672,100,RR,,,1.1,,,,,,,,
23606,,NE,3,5001,0.1,RR,,,,,50.6,,,,,,
23610,,NE,3,5005,1.2,C,,,,,1.1,,,,,,
23616,,NE,3,5011,1.5,R,,,,,1.2,,,,,LIANA,
23609,,NE,3,5004,1.6,RR,,,,,1.6,,,,,,
23615,,NE,3,5010,2.2,C,,,,,1.1,,,,,,
23614,,NE,3,5009,2.2,C,STEM OF 5006,,,,1,,,,,,
23613,,NE,3,5008,2.2,C,STEM OF 5006,,,,1.1,,,,,,
23612,,NE,3,5007,2.2,C,STEM OF 5006,,,,1.2,,,,,,
23611,,NE,3,5006,2.2,C,MAIN STEM,,,,1.5,,,,,,
23617,,NE,3,5012,2.3,RR,,,3.6,,,,,,,LIANA,
23608,,NE,3,5003,2.8,L,,,1.4,,,,,,,,
23607,,NE,3,5002,2.8,L,,,,,3.8,,,,,LIANA,
23618,,NE,3,5013,3.6,L,,,1.5,,,,,,,,
23623,,NE,3,5018,5,C,,,1,,,,,,,LIANA,
23619,,NE,3,5014,5,L,MAIN STEM,,,,3.1,,,,,DELLENIA,
23622,,NE,3,3017,5.2,LL,STEM OF 5014,,,,1,,,,,,
23620,,NE,3,5015,6,L,STEM OF 5014,,,,1,,,,,,
23621,,NE,3,3016,6.3,L,STEM OF 5014,,,,1,,,,,,
23625,,NE,3,5020,6.5,C,,,,,1,,,,,LAURACEAE,
23624,,NE,3,5019,6.5,C,,,,,1,,,,,LAURACEAE,
23627,,NE,3,5022,7,R,,,1.2,,,,,,,,
23626,,NE,3,5021,7.6,R,,,1,,,,,,,,
23632,,NE,3,5027,7.8,L,,,1.1,,,,,,,,
23631,,NE,3,5026,7.8,L,,,,,1.1,,,,,LIANA,
23630,,NE,3,5025,7.8,L,,,,,4.1,,,,1.9M,LIANA,
23629,,NE,3,5024,7.8,L,,,,,3.8,,,,,LIANA,
23628,,NE,3,5023,8.5,R,,,2.1,,,,,,,,
23633,,NE,3,5028,9.8,LL,,,1.4,,,,,,,,
23634,,NE,3,5029,9.9,LL,,,2.4,,,,,,,,
23635,,NE,3,5030,11.2,LL,,,1.1,,,,,,,,
23636,,NE,3,5031,12.3,L,,,1.2,,,,,,,,
23637,,NE,3,5032,12.8,L,,,1.1,,,,,,,,
23638,,NE,3,5033,17.4,LL,,,1,,,,,,,,
23639,,NE,3,5034,19.4,L,,,1.2,,,,,,,,
23642,,NE,3,5037,19.7,LL,STEM OF 5035,,,,5.8,,,,,,
23641,,NE,3,5036,19.7,LL,STEM OF 5035,,,,2.7,,,,,,
23640,,NE,3,5035,19.7,LL,MAIN STEM,,,,9.5,,,,,,
23644,,NE,3,5039,22.2,C,,,,,1.2,,,,,,
23643,,NE,3,5038,22.2,C,,,,,5.8,,,,,,
23645,,NE,3,5040,22.5,C,,,,,1,,,,,,
23646,,NE,3,5041,26.2,RR,,,,,1.2,,,,,LIANA,
23647,,NE,3,5042,27,R,,,,,36.7,,,,,,
23648,,NE,3,5043,28.1,R,,,,,7,,,,,,
23649,,NE,3,5044,34.4,L,,,1,,,,,,,,
23650,,NE,3,5045,35.3,L,,,1.3,,,,,,,,
23651,,NE,3,5046,36.2,R,,,2,,,,,,,,
23654,,NE,3,5049,38.6,R,STEM OF 5048,,,,3,,,,,LIANA,
23653,,NE,3,5048,38.7,R,MAIN STEM,,,,9.1,,,,,LIANA,
23652,,NE,3,5047,38.9,C,,,,,2.5,,,,,LIANA,
23655,,NE,3,5050,39.8,C,,,,,5.7,,,,,,
23663,,NE,3,5058,40,RR,MAIN STEM,,,,3.2,,,,,LIANA,
23660,,NE,3,3055,40.2,RR,MAIN STEM,,,,2.4,,,,,LIANA,
23662,,NE,3,5057,40.9,LL,,,,,4.6,,,,,LIANA,
23666,,NE,3,5061,42,RR,,,,,1.2,,,,,,
23664,,NE,3,5059,42.4,R,,,,,12,,,,,,
23665,,NE,3,5060,43.9,R,,,,,1.6,,,,,,
23661,,NE,3,5056,44.3,L,STEM OF 5055,,1,,,,,,,,
23669,,NE,3,5064,45,C,,,,,2.4,,,,,,
23668,,NE,3,5063,45,C,,,,,1.2,,,,,LIANA,
23667,,NE,3,5062,45,C,,,,,6.8,,,,,,
23656,,NE,3,5051,46.1,LL,STEM OF 5048,,,,2.1,,,,,,
23659,,NE,3,5054,,,STEM OF 5053,,,,2.6,,,,,LIANA,
23658,,NE,3,5053,,,MAIN STEM,,,,3.5,,,,,LIANA,
23657,,NE,3,5057,,,STEM OF 5053,,,,1.9,,,,,LIANA,
23677,,NE,4,5072,50.1,L,,,1,,,,,,,,
23670,,NE,4,5065,52,RR,,,1.1,,,,,,,,
23671,,NE,4,5066,53,R,,,,,4.6,,,,,,
23672,,NE,4,5067,54,C,,,,,8.8,,,,,,
23673,,NE,4,5068,55,R,,,1,,,,,,,,
23674,,NE,4,5069,55.8,L,,,1.2,,,,,,,,
23675,,NE,4,5070,55.9,LL,,,1,,,,,,,,
23676,,NE,4,5071,56,C,,,1.8,,,,,,,,
23678,,NE,4,5073,57.2,R,,,,,1,,,,,,
23679,,NE,4,5074,59.3,R,,,,,2.3,,,,,,
23680,,NE,4,5075,60.1,R,,,,,7.7,,,,,,
23682,,NE,4,5077,62.5,C,,,,,21.1,,,,,,
23681,,NE,4,5076,62.6,R,,,,,4,,,,,,
23685,,NE,4,5080,62.9,L,,,1.8,,,,,,,,
23684,,NE,4,5079,63,C,,,2.5,,,,,,,,
23683,,NE,4,5078,63,C,,,,,25.6,,,,,,
23686,,NE,4,5081,63.7,RR,,,,,4.4,,,,,,
23687,,NE,4,5082,64.6,L,,,1.2,,,,,,,,
23688,,NE,4,5083,65.8,L,,,,,1.4,,,,,,
23689,,NE,4,5084,71.2,C,,,,,6.9,,,,,,
23690,,NE,4,5085,71.3,C,,,,,10.2,,,,,,
23691,,NE,4,5086,72,C,,,,,14.5,,,,,,
23692,,NE,4,5087,74.5,L,,,1.2,,,,,,,,
23695,,NE,4,5090,74.8,LL,,,,,2.2,,,,,,
23694,,NE,4,5089,74.8,L,,,1,,,,,,,,
23693,,NE,4,5088,75.2,L,,,1.2,,,,,,,,
23696,,NE,4,5091,75.7,LL,,,1.1,,,,,,,,
23698,,NE,4,5093,77.5,RR,,,1.1,,,,,,,,
23697,,NE,4,5092,78.8,LL,,,,,3.4,,,,,,
23701,,NE,4,5096,79.6,RR,,,,,1.9,,,,,LIANA,
23699,,NE,4,5094,79.6,C,MAIN STEM,,,,3.1,,,,,LIANA,
23700,,NE,4,5095,79.7,C,STEM OF 5094,,,,1.4,,,,,LIANA,
23702,,NE,4,5097,79.9,C,STEM OF 5094,,,,1.7,,,,,LIANA,
23703,,NE,4,5098,80.1,L,,,1,,,,,,,,
23705,,NE,4,5100,82.3,L,MAIN STEM,,,,3.4,,,,,,
23704,,NE,4,5099,82.3,L,STEM OF 5100,,,,1.6,,,,,,
23708,,NE,4,5103,83.2,C,STEM OF 5101,,,,1.5,,,,,,
23706,,NE,4,5101,83.2,C,,,,,6,,,,1.6 M,,
23725,,NE,4,5120,85.6,C,,,,,1.1,,,,,,
23707,,NE,4,5102,86.2,LL,,,,,1.6,,,,,,
23713,,NE,4,5108,88.3,C,,,,,6.4,,,,,,
23714,,NE,4,5109,88.7,C,MAIN STEM,,,,6.6,,,,,DONELLIA,
23715,,NE,4,5110,88.8,C,,,1.3,,,,,,,LIANA,
23723,,NE,4,5118,89,C,STEM OF 5109,,,,3.6,,,,,,
23722,,NE,4,5117,89,C,STEM OF 5113,,,,1.7,,,,,,
23721,,NE,4,5116,89,C,STEM OF 5109,,,,1.1,,,,,,
23720,,NE,4,5115,89,C,STEM OF 5109,,,,3.9,,,,,,
23719,,NE,4,5114,89,C,STEM OF 5113,,,,3.4,,,,,,
23718,,NE,4,5113,89,C,MAIN STEM,,,,4.7,,,,,BONELLIA,
23717,,NE,4,5112,89,C,,,,,1,,,,,LIANA,
23716,,NE,4,5111,89,C,STEM OF 5109,,,,2.4,,,,,BONELLIA,
23726,,NE,4,5121,89.5,C,,,,,4.5,,,,,,
23724,,NE,4,5119,89.5,C,,,1.3,,,,,,,,
23710,,NE,4,5105,90.7,C,,,,,2.2,,,,,,
23729,,NE,4,5124,92.7,C,,,1,,,,,,,LIANA,
23728,,NE,4,5123,92.7,C,,,,,5.5,,,,,,
23732,,NE,4,5127,93,R,,,1.4,,,,,,,CAPPARIS,
23727,,NE,4,5122,93,R,,,1.4,,,,,,,,
23711,,NE,4,5106,93.2,C,,,,,1.2,,,,,LIANA,
23709,,NE,4,5104,93.2,C,STEM OF 5101,,,,1.7,,,,,,
23730,,NE,4,5125,94.9,C,,,1,,,,,,,,
23734,,NE,4,5129,95.5,L,,,,,,,,1,,,
23731,,NE,4,5126,95.6,C,,,,,2.6,,,,,LIANA,
23741,,NE,4,5136,96,,,,,,1,,,,,,
23733,,NE,4,5128,96,R,,,,,2.8,,,,,,
23735,,NE,4,5130,96.2,C,,,,,0.3,,,,,,
23738,,NE,4,5133,96.4,RR,,,,,3.1,,,,,,
23712,,NE,4,5107,96.5,L,,,1,,,,,,,LIANA,
23736,,NE,4,5131,96.6,L,,,2.4,,,,,,,,
23742,,NE,4,5137,96.7,,,,1.4,,,,,,,,
23737,,NE,4,5132,97.6,LL,MAIN STEM,,,,19.9,,,,,,
23740,,NE,4,5135,97.9,LL,STEM OF 5132,,,,2.7,,,,,LIANA,
23739,,NE,4,5134,97.9,LL,STEM OF 5132,,,,1.9,,,,,LIANA,
23745,,NE,4,5140,101,,STEM OF 5138,,,,1.3,,,,,LIANA,
23744,,NE,4,5139,101,,STEM OF 5138,,,,6.7,,,,,,
23743,,NE,4,5138,101,,MAIN STEM,,,,9.9,,,,,,
23747,,NE,4,5142,101.5,,STEM OF 5138,,,,1.3,,,,,LIANA,
23746,,NE,4,5141,101.5,,STEM OF 5138,,,,4.4,,,,,,
23748,,NE,4,5143,102,,STEM OF 5138,,1.3,,,,,,,LIANA,
23481,,NE,5,4689,0.7,C,,,1.7,,,,,,,,
23484,,NE,5,4692,1.4,R,,,1.2,,,,,,,LIANA,
23483,,NE,5,4691,1.6,L,,,1,,,,,,,ACACIA,
23482,,NE,5,4690,2.35,L,,,1.1,,,,,,,ACACIA,
23490,,NE,5,4698,2.8,L,,,,,5.1,,,,,ACACIA,
23487,,NE,5,4695,3,RR,,,1.1,,,,,,,,
23488,,NE,5,4696,3.1,RR,,,1,,,,,,,,
23486,,NE,5,4694,3.5,R,,,1,,,,,,,,
23489,,NE,5,4697,3.8,C,,,,,1.3,,,,,ACACIA,
23491,,NE,5,4699,4,LL,,,,,1.5,,,,,,
23493,,NE,5,4801,4.6,RR,,,1.1,,,,,,,,
23494,,NE,5,4802,4.8,RR,,,1.1,,,,,,,,
23492,,NE,5,4700,6,LL,,,,,22.5,,,,,,
23497,,NE,5,4805,6.2,RR,,,1.1,,,,,,,,
23496,,NE,5,4804,6.2,L,STEM OF 4803,,,,2.3,,,,,LIANA,
23495,,NE,5,4803,6.2,L,MAIN STEM,,,,2.4,,,,,APOCYNACEAE,
23502,,NE,5,4810,7,C,,,,,2.1,,,,,LIANA,
23499,,NE,5,4807,7.1,RR,,,,,1.3,,,,,LIANA,
23498,,NE,5,4806,7.7,RR,MAIN STEM,,,,3.3,,,,,,
23501,,NE,5,4809,8,RR,STEM OF 4806,,,,2.6,,,,,,
23500,,NE,5,4808,8,RR,STEM OF 4806,,,,1.8,,,,,,
23504,,NE,5,4812,8.3,RR,,,,,15.6,,,,,,
23503,,NE,5,4811,8.3,R,,,,,2.4,,,,,,
23505,,NE,5,4813,9.4,C,,,,,70.7,,,,60CM,ZIZIPHUS?,
23507,,NE,5,4815,10.1,C,,,,,2,,,,,,
23506,,NE,5,4814,10.1,C,,,,,2,,,,,,
23508,,NE,5,4816,11.1,L,,,,,3.3,,,,,LIANA,
23509,,NE,5,4817,12.5,RR,,,,,4.6,,,,,LIANA,
23510,,NE,5,4818,13.7,C,,,,,3,,,,,LIANA,
23512,,NE,5,4820,13.8,C,,,,,2.6,,,,,LIANA,
23511,,NE,5,4819,14.1,C,,,,,1,,,,,LIANA,
23513,,NE,5,4821,15.8,C,,,,,1,,,,,,
23515,,NE,5,4823,16.11,LL,,,1,,,,,,,,
23514,,NE,5,4822,16.2,RR,,,1.2,,,,,,,,
23516,,NE,5,4824,17.5,C,,,,,1.6,,,,,LIANA APOCYNACEAE,
23517,,NE,5,4825,19.5,C,,,,,1.5,,,,,LIANA,
23520,,NE,5,4828,20.7,C,,,,,2.5,,,,,LIANA,
23518,,NE,5,4826,21.2,R,,,,,2.6,,,,,LIANA,
23521,,NE,5,4829,23.6,R,STEM OF 4827,,,,2.4,,,,,,
23519,,NE,5,4827,23.6,R,MAIN STEM,,,,3,,,,,,
23527,,NE,5,4835,24,RR,,,1.3,,,,,,,,
23524,,NE,5,4832,24.4,C,STEM OF 4831,,,,2.3,,,,,,
23523,,NE,5,4831,24.4,C,MAIN STEM,,,,3.8,,,,,,
23522,,NE,5,4830,24.8,LL,,,,,22.7,,,,,,
23529,,NE,5,4837,25.4,L,,,,,3.5,,,,,LIANA,
23528,,NE,5,4836,26.6,RR,STEM OF 4833,,,,2.5,,,,,,
23526,,NE,5,4834,26.6,RR,STEM OF 4833,,,,1.4,,,,,,
23525,,NE,5,4833,26.6,RR,MAIN STEM,,,,2,,,,,,
23531,,NE,5,4839,29,RR,MAIN STEM,,,,2.2,,,,,LIANA,
23533,,NE,5,4841,29.3,R,STEM OF 4839,,,,1.6,,,,,LIANA,
23534,,NE,5,4842,29.5,R,STEM OF 4840,,,,2,,,,,,
23535,,NE,5,4843,29.6,R,,,,,1.6,,,,,LIANA,
23537,,NE,5,4845,29.8,R,,,,,2.1,,,,,,
23532,,NE,5,4840,29.9,R,MAIN STEM,,,,1.6,,,,,LIANA,
23530,,NE,5,4838,30,LL,,,,,1.3,,,,,LIANA,
23536,,NE,5,4844,31.2,R,,,,,3.8,,,,,,
23541,,NE,5,4849,32,C,,,1.1,,,,,,,,
23538,,NE,5,4846,32,C,,,,,6.3,,,,,LIANA,
23540,,NE,5,4848,32.5,RR,STEM OF 4847,,,,1.1,,,,,CAPPARIS,
23539,,NE,5,4847,32.5,RR,MAIN STEM,,,,10,,,,,CAPPARIS,
23542,,NE,5,4850,36.1,R,,,,,10.1,,,,,,
23548,,NE,5,4856,37.5,C,,,,,1.4,,,,,,
23543,,NE,5,4851,37.8,R,,,,,2.5,,,,,,
23545,,NE,5,4853,38,R,,,,,1.1,,,,,,
23546,,NE,5,4854,38.8,C,,,,,4.6,,,,,,
23550,,NE,5,4858,40.3,LL,,,1,,,,,,,,
23547,,NE,5,4855,40.8,L,,,,,1.2,,,,,,
23544,,NE,5,4852,41,R,,,,,9.7,,,,,,
23554,,NE,5,4862,41.6,C,,,1,,,,,,,,
23553,,NE,5,4861,43.3,LL,,,,,4.7,,,,,,
23549,,NE,5,4857,43.3,C,,,1.3,,,,,,,,
23552,,NE,5,4860,43.6,C,,,,,4.5,,,,,,
23555,,NE,5,4863,44,RR,,,,,18.3,,,,,,
23551,,NE,5,4859,44,LL,,,1,,,,,,,,
23558,,NE,5,4866,46.5,R,,,1,,,,,,,,
23557,,NE,5,4865,47.2,R,,,1.5,,,,,,,,
23556,,NE,5,4864,47.8,R,,,1,,,,,,,,
23485,,NE,5,4693,,,,,,,,,,,,,
23559,,NE,6,4867,50.3,C,,,,,2.5,,,,,,
23564,,NE,6,4872,50.7,L,STEM OF 4872,,,,2.7,,,,,,
23563,,NE,6,4871,50.7,L,MAIN STEM,,,,4.6,,,,,,
23561,,NE,6,4869,50.9,RR,,,,,2,,,,,,
23562,,NE,6,4870,52.3,LL,,,1,,,,,,,,
23560,,NE,6,4868,52.5,L,,,1.5,,,,,,,,
23569,,NE,6,4877,53.4,C,MAIN STEM,,,,3.8,,,,,,
23566,,NE,6,4874,53.5,RR,,,,,1.9,,,,,LIANA,
23567,,NE,6,4875,53.8,LL,STEM OF 4877,,,,2.2,,,,,,
23565,,NE,6,4873,54.3,L,,,1.2,,,,,,,,
23568,,NE,6,4876,55.9,RR,,,1,,,,,,,,
23574,,NE,6,4882,56.95,LL,,,1,,,,,,,,
23576,,NE,6,4884,57,C,,,1.1,,,,,,,,
23572,,NE,6,4880,57.1,C,,,1.3,,,,,,,,
23570,,NE,6,4878,57.2,RR,,,1.3,,,,,,,,
23577,,NE,6,4885,57.3,L,,,1.1,,,,,,,,
23571,,NE,6,4879,58.15,LL,,,2.5,,,,,,,,
23573,,NE,6,4881,58.3,C,,,,,1.3,,,,,LIANA,
23581,,NE,6,4889,58.4,L,,,1.1,,,,,,,,
23579,,NE,6,4887,58.5,L,STEM OF 4886,,,,2.7,,,,,,
23578,,NE,6,4886,58.5,L,MAIN STEM,,,,3.2,,,,,,
23575,,NE,6,4883,58.86,RR,,,1.2,,,,,,,,
23580,,NE,6,4888,60,L,,,,,1.7,,,,,,
23582,,NE,6,4890,62.6,C,,,,,2.9,,,,,,
23584,,NE,6,4892,64,RR,STEM OF 4891,,,,1.3,,,,,,
23583,,NE,6,4891,64,RR,MAIN STEM,,,,2.8,,,,,,
23585,,NE,6,4893,65.1,LL,,,1,,,,,,,,
23587,,NE,6,4895,65.3,R,MAIN STEM,,,,10.3,,,,,,
23586,,NE,6,4894,65.3,R,STEM OF 4895,,,,2.8,,,,,,
23588,,NE,6,4896,66.3,L,,,,,25.5,,,,,,
23593,,NE,6,4901,67,LL,STEM OF 4900,,,,1,,,,,,
23592,,NE,6,4900,67,LL,MAIN STEM,,,,4,,,,,LIANA,
23591,,NE,6,4899,67,RR,,,1.1,,,,,,,,
23589,,NE,6,4897,67.3,C,,,1,,,,,,,,
23590,,NE,6,4898,68.4,LL,,,,,52.5,,,,,,
23594,,NE,6,4902,70.4,RR,,,1.3,,,,,,,,
23595,,NE,6,4903,75.6,LL,,,,,16.7,,,,,,
23597,,NE,6,4905,75.65,LL,,,1.2,,,,,,,,
23599,,NE,6,4907,77.4,L,,,1.1,,,,,,,,
23596,,NE,6,4904,78.1,C,,,1.3,,,,,,,,
23598,,NE,6,4906,79,RR,,,1.8,,,,,,,,
23600,,NE,6,4908,80.7,L,,,1,,,,,,,,
23601,,NE,6,4909,80.9,L,,,1,,,,,,,,
23605,,NE,6,4913,82,RR,STEM OF 4912,,,,1.4,,,,,,
23604,,NE,6,4912,82,RR,MAIN STEM,,,,2.1,,,,,,
23602,,NE,6,4910,82,RR,STEM OF 4912,,,,1.7,,,,,,
23916,,NE,6,4915,82.8,RR,STEM OF 4914,,,,1,,,,,LIANA,
23915,,NE,6,4914,82.8,RR,MAIN STEM,,,,7,,,,,,
23603,,NE,6,4911,83.4,LL,,,,,27.3,,,,,,
23917,,NE,6,4916,84.9,RR,,,,,1.4,,,,,BURSERA,
23918,,NE,6,4917,85.2,L,,,1,,,,,,,,
23919,,NE,6,4918,89,C,,,1,,,,,,,,
23923,,NE,6,4922,93,R,STEM OF 4919,,,,4.9,,,,,,
23925,,NE,6,4924,93.2,C,,,,,1,,,,,LIANA,
