ID,DBH,SPP,MAIN,NOTES,PLOT,TRI,NAIL,MS,DEG,DIST
10409,7.90,XYLSEE,,,137,W,,,,
10410,1.50,BURSIM,,,137,W,,,,
10411,9.90,TABOCH,,,137,W,,,,
10412,1.10,CALLAT,,,137,W,,,,
10413,1.40,,,Smooth gray liana,137,W,,,,
10414,10.90,LONMIN,,,137,W,,,,
10415,1.20,TETVOL,,Corner ,137,W,,,,
10416,1.90,CALLAT,,,137,W,,,,
10417,1.80,HELBAR,,,137,W,,,,
10418,1.60,,,Smooth gray liana,137,W,,,,
10419,3.90,SPOMOM,,,137,W,,,,
10420,3.30,SPOMOM,,,137,W,,,,
10421,2.30,ALLOCC,,,137,W,,,,
10422,1.40,,10421,,137,W,,,,
10423,1.20,ACACOL,,,137,W,,,,
10424,1.40,MACUNG,,,137,W,,,,
10425,4.10,GENAME,,,137,W,,,,
10426,11.70,ALBADI,,,137,W,,,,
10427,2.10,MACUNG,,,137,W,,,,
10428,13.10,LUECAN,,,137,W,,,,
10429,2.70,MANHYM,,,137,W,,,,
10430,2.30,MANHYM,,,137,W,,,,
10431,2.70,MANHYM,,,137,W,,,,
10432,4.80,CALLAT,,,137,W,,,,
10433,1.80,MANHYM,,,137,W,,,,
10434,3.90,CALLAT,,,137,W,,,,
10435,4.90,SEMMEX,,,137,N,,,,
10436,2.30,,10435,,137,N,,,,
10437,2.60,,10435,,137,N,,,,
10438,1.70,,10435,,137,N,,,,
10439,1.80,,10435,,137,N,,,,
10440,2.00,,,Smooth gray liana,137,N,,,,
10441,2.40,MACUNG,,,137,N,,,,
10442,2.70,MACUNG,,,137,N,,,,
10443,24.80,LUECAN,,,137,N,,,,
10444,3.10,XYLSEE,,,137,N,,,,
10445,1.30,,,Smooth gray liana,137,N,,,,
10446,14.80,LONMIN,,,137,N,,,,
10447,3.10,XYLSEE,,,137,N,,,,
10448,3.50,MACUNG,,,137,N,,,,
10449,8.60,SAPPAL,,,137,N,,,,
10450,8.70,,10450,,137,N,,,,
10451,1.10,MACUNG,,,137,N,,,,
10452,1.50,MANHYM,,,137,N,,,,
10453,3.20,XYLSEE,,,137,N,,,,
10454,1.20,MANHYM,,,137,N,,,,
10455,1.80,MACUNG,,,137,N,,,,
10456,2.20,CALLAT,,,137,N,,,,
10457,7.10,BROALI,,,137,N,,,,
10458,5.20,MANCHI,,,137,N,,,,
10459,1.30,,10458,,137,N,,,,
10460,1.30,,10458,,137,N,,,,
10461,1.20,,10458,,137,N,,,,
10462,2.70,MANCHI,,,137,N,,,,
10463,6.60,LONMIN,,,137,N,,,,
10464,18.50,GUAULM,,,137,N,,,,
10465,4.80,,10464,,137,N,,,,
10466,2.40,MANHYM,,,137,N,,,,
10467,2.00,MANHYM,,,137,N,,,,
10468,1.70,MANHYM,,,137,N,,,,
10469,1.00,CALLAT,,,137,N,,,,
10470,1.10,CALLAT,,,137,N,,,,
10471,1.60,CALLAT,,,137,N,,,,
10472,4.70,CASSYL,,,137,N,,,,
10473,2.60,,10472,,137,N,,,,
10474,2.30,,10472,,137,N,,,,
10475,1.80,,10472,,137,N,,,,
10476,1.00,,10472,,137,N,,,,
10477,1.50,CALLAT,,,137,E,,,,
10478,1.20,CASSYL,,,137,E,,,,
10479,6.50,CASSYL,,,137,E,,,,
10480,1.30,,10479,,137,E,,,,
10481,2.80,MANHYM,,,137,E,,,,
10482,1.20,,,Glandular liana,137,E,,,,
10483,0.90,CALLAT,,,137,E,,,,
10484,1.60,CAPIND,,,137,E,,,,
10485,2.90,MYRFRU,,,137,E,,,,
10486,5.00,CALLAT,,,137,E,,,,
10487,2.90,,,Glandular liana,137,E,,,,
10488,4.00,OCOVER,,,137,E,,,,
10489,1.70,MACUNG,,,137,E,,,,
10490,2.20,,,"Same as 10294, voucher, bristley liana",137,E,,,,
10491,2.20,MANHYM,,,137,E,,,,
10492,12.20,LUECAN,,,137,E,,,,
10493,3.30,MANHYM,,,137,E,,,,
10494,2.60,CALLAT,,,137,E,,,,
10495,1.10,SEMMEX,,,137,E,,,,
10496,2.40,,,Bristley liana,137,E,,,,
10497,3.10,CALLAT,,,137,E,,,,
10498,1.90,MANHYM,,,137,E,,,,
10499,5.10,SWACUB,,,137,E,,,,
10500,2.30,,10499,,137,E,,,,
10501,2.60,CALLAT,,,137,E,,,,
10502,4.20,CALLAT,,,137,E,,,,
10503,26.00,EXOMEX,,,137,E,,,,
10504,1.20,MACUNG,,,137,E,,,,
10505,2.40,CALLAT,,,137,E,,,,
10506,4.40,,,Glandular liana,137,E,,,,
10507,14.70,CAPIND,,,137,E,,,,
10508,16.20,LUESPE,,,137,E,0,,,
10509,1.00,OCOVER,,,137,S,,,,
10510,1.10,,10509,,137,S,,,,
10511,1.00,,10509,,137,S,,,,
10512,6.20,CAPIND,,,137,S,,,,
10513,1.90,ROUGLA,,,137,S,,,,
10514,4.50,MACUNG,,,137,S,,,,
10515,6.70,LUESPE,,,137,S,,,,
10516,5.30,CAPIND,,,137,S,,,,
10517,1.50,,,Serjania,137,S,,,,
10518,24.80,TRICUN,,,137,S,0,,,
10519,2.10,CAPIND,,,137,S,,,,
10520,3.80,MANHYM,,,137,S,,,,
10521,2.00,TETVOL,,,137,S,,,,
10522,4.00,TRICUN,,,137,S,,,,
10523,7.40,CALLAT,,,137,S,,,,
10524,3.90,GUAGLA,,,137,S,,,,
10525,2.50,,10524,,137,S,,,,
10526,2.70,THODEC,,,137,S,,,,
10527,1.20,HELBAR,,,137,S,,,,
10528,1.30,,10527,,137,S,,,,
10529,1.60,MANHYM,,,137,S,,,,
10530,1.40,CALLAT,,,137,S,,,,
10531,1.20,MANHYM,,,137,S,,,,
10532,1.90,CALLAT,,,137,S,,,,
10533,1.30,TRIHUR,,,137,S,,,,
10534,1.80,CALLAT,,,137,S,,,,
10535,3.70,MANHYM,,,137,S,,,,
10536,3.00,MANHYM,,,137,S,,,,
10537,1.40,MANHYM,,,137,S,,,,
10538,3.70,CALLAT,,,137,S,,,,
10539,1.80,MANHYM,,,137,S,,,,
10540,2.10,MANHYM,,,137,S,,,,
10541,3.00,MANHYM,,,137,S,,,,
10542,4.00,MANHYM,,,137,S,,,,
10543,2.60,MANHYM,,,137,S,,,,
10544,11.50,,10545,,137,S,,,,
10545,17.90,LUESPE,,,137,S,,,,
10546,2.60,MANHYM,,,137,S,,,,
10547,2.20,MANHYM,,,137,S,,,,
10548,4.60,GUEMAC,,,137,S,,,,
10549,4.00,MANHYM,,,137,S,,,,
10550,3.40,MANHYM,,,137,S,,,,
10551,2.90,CALLAT,,,137,S,,,,
10552,2.30,MANHYM,,,137,S,,,,
10553,5.20,CALLAT,,,137,S,,,,
10554,5.80,CALLAT,,,137,S,,,,
10555,5.50,ASTGRA,,,137,S,,,,
10556,1.00,SPOMOM,,,137,S,,,,
10557,1.10,,,Smooth gray liana,137,S,,,,
10558,6.90,CALLAT,,,137,S,,,,
10559,3.10,CALLAT,,,137,S,,,,
10560,10.30,CAPIND,,,137,S,,,,
10561,3.40,CALLAT,,,137,S,,,,
10562,1.50,MANHYM,,,137,S,,,,
10563,20.90,LUECAN,,,137,S,,,,
10564,3.00,CAPIND,,,137,S,,,,
10565,1.50,,10564,,137,S,,,,
10566,2.80,,10564,,137,S,,,,
10567,2.10,,10564,,137,S,,,,
10568,2.40,MANHYM,,,137,S,,,,
10569,1.50,MANHYM,,,137,S,,,,
10570,1.80,MANHYM,,,137,S,,,,
10571,1.60,CALLAT,,,137,S,,,,
10572,1.30,MACBIO,,,137,S,,,,
10573,1.30,PISACU,,,137,S,,,,
10574,1.30,,10573,,137,S,,,,
12499,1.60,FORSPI,,,1137,W,,,,
12500,1.80,FORSPI,,,1137,W,,,,
12501,1.70,,,Cydista,1137,W,,,,
12502,4.20,CORPAN,,,1137,W,,,,
12503,8.30,SAPPAL,,,1137,W,,,,
12504,2.60,,,Smooth gray liana,1137,W,,,,
12505,6.90,TABOCH ,,,1137,W,,,,
12506,2.00,CORALI,,,1137,W,,,,
12507,6.00,CAPIND,,,1137,W,,,,
12508,1.40,,12507,,1137,W,,,,
12509,1.10,BURSIM,,,1137,W,,,,
12510,1.80,,,Smooth gray liana,1137,W,,,,
12511,6.60,TABOCH,,,1137,W,,,,
12512,2.10,,,Woven liana,1137,W,,,,
12513,1.70,,,Woven liana,1137,W,,,,
12514,1.80,,,Woven liana,1137,W,,,,
12515,3.00,LONMIN,,,1137,W,,,,
12516,1.70,,12515,,1137,W,,,,
12517,2.10,,12515,,1137,W,,,,
12518,3.00,CORPAN,,,1137,W,,,,
12519,1.60,ACATEN,,,1137,W,,,,
12520,1.70,SIDCAP,,,1137,W,,,,
12521,1.20,ARRPAT,,,1137,W,,,,
12522,5.30,SWIMAC,,,1137,W,,,,
12523,5.30,TABOCH,,,1137,W,,,,
12524,3.00,,12523,,1137,W,,,,
12525,4.50,,12523,,1137,W,,,,
12526,1.30,FORSPI,,,1137,W,,,,
12527,1.30,MACUNG,,,1137,W,,,,
12528,4.00,SEMMEX,,,1137,W,,,,
12529,5.00,,12528,,1137,W,,,,
12530,1.30,,12528,,1137,W,,,,
12531,1.10,FORSPI,,,1137,W,,,,
12532,1.90,ARRPAT,,,1137,W,,,,
12533,2.30,ARRPAT,,,1137,W,,,,
12534,1.90,ARRPAT,,,1137,W,,,,
12535,1.30,ACATEN,,,1137,W,,,,
12536,13.40,LONMIN,,,1137,W,,,,
12537,4.30,SAPPAL,,,1137,W,,,,
12538,2.80,,12537,,1137,W,,,,
12539,3.10,CASCOR,,,1137,W,,,,
12540,3.30,PSISAR,,,1137,W,,,,
12541,3.10,,12540,,1137,W,,,,
12542,1.80,ARRPAT,,,1137,W,,,,
12543,1.40,ARRPAT,,,1137,W,,,,
12544,4.20,PROCRU,,,1137,W,,,,
12545,2.20,,12544,,1137,W,,,,
12546,1.90,,12544,,1137,W,,,,
12547,1.90,,,Cydista,1137,W,,,,
12548,3.70,SPOPUR,,,1137,W,,,,
12549,7.30,EUGSAL,,,1137,W,,,,
12550,1.80,,12549,,1137,W,,,,
12551,4.10,LONMIN,,,1137,W,,,,
12552,1.40,MALARB,,,1137,N,,,,
12553,1.10,,12552,,1137,N,,,,
12554,4.00,LONMIN,,,1137,N,,,,
12555,1.20,MACUNG,,,1137,N,,,,
12556,1.20,MACUNG,,,1137,N,,,,
12557,1.50,MACUNG,,,1137,N,,,,
12558,1.40,CORPAN,,,1137,N,,,,
12559,1.10,CORPAN,,,1137,N,,,,
12560,38.70,LUECAN,,,1137,N,0,,,
12561,2.00,CORPAN,,,1137,N,,,,
12562,2.40,MACUNG,,,1137,N,,,,
12563,2.10,SEMMEX,,,1137,N,,,,
12564,3.20,,,Glandular liana,1137,N,,,,
12565,1.10,MALARB,,,1137,N,,,,
12566,4.80,CASCOR,,,1137,N,,,,
12567,3.20,REHTRI,,,1137,N,,,,
12568,8.90,SEMMEX,,,1137,N,,,,
12569,3.20,,,Cydista,1137,N,,,,
12570,1.40,,,Cydista,1137,N,,,,
12571,8.50,STEOBO,,,1137,N,,,,
12572,2.30,BURSIM,,,1137,N,,,,
12573,1.30,TABOCH,,,1137,N,,,,
12574,1.40,CASCOR,,,1137,N,,,,
12575,3.30,CAPIND,,,1137,N,,,,
12576,2.30,ACATEN,,,1137,N,,,,
12577,5.90,TABOCH,,,1137,N,,,,
12578,1.60,,,Glandular liana,1137,N,,,,
12579,3.40,ZANSET,,,1137,N,,,,
12580,1.10,LONMIN,,,1137,N,,,,
12581,1.90,LONMIN,,,1137,N,,,,
12582,1.80,,12581,,1137,N,,,,
12583,1.30,,12581,,1137,N,,,,
12584,3.20,CORPAN,,,1137,N,,,,
12585,1.40,,12584,,1137,N,,,,
12586,2.30,,12584,,1137,N,,,,
12587,11.00,LONMIN,,,1137,N,,,,
12588,4.20,LONMIN,,,1137,N,,,,
12589,1.20,BUNBIO,,,1137,N,,,,
12590,1.10,,12589,,1137,N,,,,
12591,2.30,,,Cydista,1137,N,,,,
12592,1.10,CORPAN,,,1137,N,,,,
12593,1.10,SAPPAL,12595,,1137,N,,,,
12594,1.20,FORSPI,,,1137,N,,,,
12595,6.30,SAPPAL,,,1137,N,,,,
12596,2.20,FORSPI,,,1137,N,,,,
12597,1.10,ALLOCC,,,1137,N,,,,
12598,1.00,,12597,,1137,N,,,,
12599,1.10,LONMIN,,,1137,N,,,,
12600,3.20,CASCOR,,,1137,N,,,,
12601,2.60,TABOCH,,,1137,N,,,,
12602,1.30,BUNBIO,,,1137,N,,,,
12603,1.10,,12602,,1137,N,,,,
12604,1.10,,12602,,1137,N,,,,
12605,2.60,,,Smooth gray liana,1137,N,,,,
12606,5.80,,,Glandular liana,1137,N,,,,
12607,9.90,CALCAN,,,1137,N,,,,
12608,5.10,,,Glandular liana,1137,N,,,,
12609,3.90,,,Glandular liana,1137,N,,,,
12610,3.70,,,Glandular liana,1137,N,,,,
12611,5.50,,,Glandular liana,1137,N,,,,
12612,15.00,CALCAN,,,1137,N,,,,
12613,3.90,TABOCH,,,1137,E,,,,
12614,1.30,,12613,,1137,E,,,,
12615,1.80,,,Glandular liana,1137,E,,,,
12616,3.20,TABOCH,,,1137,E,,,,
12617,1.80,,12616,,1137,E,,,,
12618,1.30,,12616,,1137,E,,,,
12619,8.20,TABOCH,,,1137,E,,,,
12620,3.70,ACACOL,,,1137,E,,,,
12621,2.10,ALLOCC,,,1137,E,,,,
12622,2.30,SOLHAZ,,,1137,E,,,,
12623,1.80,,12622,,1137,E,,,,
12624,2.60,ALLOCC,,,1137,E,,,,
12625,1.10,,12625,,1137,E,,,,
12626,5.50,CASCOR,,,1137,E,,,,
12627,1.00,,12626,,1137,E,,,,
12628,1.80,,12626,,1137,E,,,,
12629,4.80,TABOCH,,,1137,E,,,,
12630,1.20,MALARB,,,1137,E,,,,
12631,1.00,,12630,,1137,E,,,,
12632,2.80,MALARB,,,1137,E,,,,
12633,1.20,,12632,,1137,E,,,,
12634,2.40,,12632,,1137,E,,,,
12635,1.60,,12632,,1137,E,,,,
12636,2.10,,12632,,1137,E,,,,
12637,1.40,,12632,,1137,E,,,,
12638,1.50,,12632,,1137,E,,,,
12639,1.30,,12632,,1137,E,,,,
12640,1.80,ARRPAT,,,1137,E,,,,
12641,2.60,,,Cydista,1137,E,,,,
12642,3.40,SPOPUR,,,1137,E,,,,
12643,2.00,,12642,,1137,E,,,,
12644,1.80,,12642,,1137,E,,,,
12645,1.70,,12642,,1137,E,,,,
12646,2.40,ARRPAT,,,1137,E,,,,
12647,1.50,ARRPAT,,,1137,E,,,,
12648,1.70,ARRPAT,,,1137,E,,,,
12649,2.50,ARRPAT,,,1137,E,,,,
12650,2.20,,,Cydista,1137,E,,,,
12651,5.90,TABOCH,,,1137,E,,,,
12652,4.90,TABOCH,,,1137,E,,,,
12653,2.80,CECPEL,,,1137,E,,,,
12654,4.40,CASSYL,,,1137,E,,,,
12655,2.20,,12654,,1137,E,,,,
12656,1.50,,,Glandular liana,1137,E,,,,
12657,3.90,TABOCH,,,1137,E,,,,
12658,1.50,ALLOCC,,,1137,E,,,,
12659,1.40,,12658,,1137,S,,,,
12660,7.00,CORPAN,,,1137,S,,,,
12661,3.50,,12660,,1137,S,,,,
12662,4.00,SOLHAZ,,,1137,S,,,,
12663,9.20,GUAULM,,"Voucher, guasumafolia",1137,S,,,,
12664,3.40,,12663,,1137,S,,,,
12665,1.50,CASCOR,,,1137,S,,,,
12666,1.10,ALLOCC,,,1137,S,,,,
12667,1.60,BURSIM,,,1137,S,,,,
12668,1.00,ACATEN,,,1137,S,,,,
12669,2.20,SOLHAZ,,,1137,S,,,,
12670,1.60,EUGSAL,,,1137,S,,,,
12671,2.80,SOLHAZ,,,1137,S,,,,
12672,1.00,ALLOCC,,,1137,S,,,,
12673,6.50,ASTGRA,,,1137,S,,,,
12674,1.20,,,"Voucher,simple,alternate",1137,S,,,,
12675,2.10,TETVOL,,,1137,S,,,,
12676,7.30,CAPIND,,,1137,S,,,,
12677,4.10,TABOCH,,,1137,S,,,,
12678,1.70,,12677,,1137,S,,,,
12679,1.10,,12677,,1137,S,,,,
12680,2.20,ARRPAT,,,1137,S,,,,
12681,8.80,GUEMAC,,,1137,S,,,,
12682,3.50,TABOCH,,,1137,S,,,,
12683,1.60,ALLOCC,,,1137,S,,,,
12684,1.20,MACBIO,,,1137,S,,,,
12685,1.80,,12684,,1137,S,,,,
12686,5.30,,,Cydista,1037,W,,,,
12687,5.10,,,Cydista,1037,W,,,,
12688,3.20,,,Cydista,1037,W,,,,
12689,2.70,SAPPAL,,,1037,W,,,,
12690,1.40,,12689,,1037,W,,,,
12691,1.10,,,Smooth gray liana,1037,W,,,,
12692,2.20,CAPIND,,,1037,W,,,,
12693,2.50,,12692,,1037,W,,,,
12694,0.90,,,Smooth gray liana,1037,W,,,,
12695,1.10,,,Smooth gray liana,1037,W,,,,
12696,1.50,SAPPAL,,,1037,W,,,,
12697,3.00,SEMMEX,,,1037,W,,,,
12698,2.10,CASCOR,,,1037,W,,,,
12699,1.20,,,Smooth gray liana,1037,W,,,,
12700,4.20,ASTGRA,,,1037,W,,,,
12701,1.10,MACBIO,,,1037,W,,,,
12702,4.70,RANTHU,,,1037,W,,,,
12703,3.30,,12702,,1037,W,,,,
12704,3.50,,12702,,1037,W,,,,
12705,5.10,,,"Voucher, agonandra",1037,W,,,,
12706,4.60,,,Cydista,1037,W,,,,
12707,36.40,EXOMEX,,,1037,W,,,,
12708,5.80,,12707,,1037,W,,,,
12709,10.20,AGOMAC,,,1037,W,,,,
12710,1.40,,,Cydista,1037,W,,,,
12711,1.30,,,Smooth gray liana,1037,W,,,,
12712,4.90,CAPIND,,,1037,W,,,,
12713,3.10,TABOCH,,,1037,W,,,,
12714,2.30,,12713,,1037,W,,,,
12715,2.00,,12713,,1037,W,,,,
12716,2.20,,12713,,1037,W,,,,
12717,20.00,CALCAN,,,1037,W,,,,
12718,2.50,PAUCUR,,,1037,W,,,,
12719,1.20,,,Smooth gray liana,1037,W,,,,
12720,12.30,CAPIND,,,1037,W,,,,
12721,1.50,FORSPI,,,1037,W,,,,
12722,1.80,,,Smooth gray liana,1037,W,,,,
12723,5.20,TABOCH,,,1037,W,,,,
12724,9.70,CALCAN,,,1037,W,,,,
12725,1.30,,,Smooth gray liana,1037,W,,,,
12726,1.80,,,Smooth gray liana,1037,W,,,,
12727,1.00,,,Smooth gray liana,1037,N,,,,
12728,2.20,CAPIND,,,1037,N,,,,
12729,2.00,,12728,,1037,N,,,,
12730,1.10,,12728,,1037,N,,,,
12731,6.60,,,Glandular liana,1037,N,,,,
12732,6.40,,,Glandular liana,1037,N,,,,
12733,3.90,,,Cydista,1037,N,,,,
12734,5.60,,,Cydista,1037,N,,,,
12735,4.90,STEOBO,,,1037,N,,,,
12736,5.30,,,Cydista,1037,N,,,,
12737,3.50,,,Glandular liana,1037,N,,,,
12738,2.20,RANMON,,,1037,N,,,,
12739,6.50,SEMMEX,,,1037,N,,,,
12740,1.50,,,Cydista,1037,N,,,,
12741,1.10,PETVOL,,,1037,N,,,,
12742,2.80,CASCOR,,,1037,N,,,,
12743,4.60,CAPIND,,,1037,N,,,,
12744,4.20,,12743,,1037,N,,,,
12745,1.30,PAUCUR,,,1037,N,,,,
12746,21.70,LUECAN,,,1037,N,0,,,
12747,8.70,,12746,,1037,N,,,,
12748,5.10,CAPIND,,,1037,N,,,,
12749,4.10,EUGSAL,,,1037,N,,,,
12750,1.50,,,Smooth gray liana,1037,N,,,,
12751,1.00,ACACOL,,,1037,N,,,,
12752,2.30,CAPIND,,,1037,N,,,,
12753,5.90,,,Glandular liana,1037,N,,,,
12754,5.50,,,Glandular liana,1037,N,,,,
12755,4.60,SLOTER,,,1037,E,,,,
12756,1.50,,12755,,1037,E,,,,
12757,3.00,PETVOL,,,1037,E,,,,
12758,1.00,PETVOL,,,1037,E,,,,
12759,1.70,,,Hex liana,1037,E,,,,
12760,3.90,OCOVER,,,1037,E,,,,
12761,1.20,,12760,,1037,E,,,,
12762,2.60,OCOVER,,,1037,E,,,,
12763,1.30,,12762,,1037,E,,,,
12764,7.60,CORPAN,,,1037,E,,,,
12765,6.00,ALLOCC,,,1037,E,,,,
12766,3.60,,12765,,1037,E,,,,
12767,1.50,TETVOL,,,1037,E,,,,
12768,1.60,,,Smooth gray liana,1037,E,,,,
12769,7.10,ALBEDU,,,1037,E,,,,
12770,3.00,SLOTER,,,1037,E,,,,
12771,1.20,MALARB,,,1037,E,,,,
12772,1.10,ALLOCC,,,1037,E,,,,
12773,3.50,PAUCUR,,,1037,E,,,,
12774,1.00,ANNPUR,,,1037,E,,,,
12775,10.20,SIDCAP,,,1037,E,,,,
12776,2.20,,,Smooth gray liana,1037,E,,,,
12777,1.70,,,Smooth gray liana,1037,E,,,,
12778,5.50,TABOCH,,,1037,E,,,,
12779,1.10,MALARB,,,1037,E,,,,
12780,1.00,,,Smooth gray liana,1037,E,,,,
12781,2.10,,,Glandular liana,1037,E,,,,
12782,6.50,CECPEL,,,1037,E,,,,
12783,1.20,,,Smooth gray liana,1037,E,,,,
12784,1.20,,,Smooth gray liana,1037,E,,,,
12785,5.10,LONACU,,,1037,E,,,,
12786,4.90,,12785,,1037,E,,,,
12787,1.80,BROALI,,,1037,E,,,,
12788,12.60,PISACU,,,1037,E,,,,
12789,8.00,,12788,,1037,E,,,,
12790,1.50,HIRREC,,,1037,E,,,,
12791,2.90,TABOCH,,,1037,S,,,,
12792,7.80,,,Cydista,1037,S,,,,
12793,18.30,GUAULM,,,1037,S,,,,
12794,1.80,CORPAN,,,1037,S,,,,
12795,1.20,ALLOCC,,,1037,S,,,,
12796,30.20,LUESPE,,,1037,S,0,,,
12797,1.50,,12796,,1037,S,,,,
12798,1.60,,12796,,1037,S,,,,
12799,2.20,,12796,,1037,S,,,,
12800,2.00,,12796,,1037,S,,,,
12801,1.40,FORSPI,,,1037,S,,,,
12802,3.30,CORPAN,,,1037,S,,,,
12803,5.50,TABOCH,,,1037,S,,,,
12804,2.80,,12803,,1037,S,,,,
12805,1.20,,12806,,1037,S,,,,
12806,1.40,ALLOCC,,,1037,S,,,,
12807,1.90,ALLOCC,,,1037,S,,,,
12808,1.90,SOLHAZ,,,1037,S,,,,
12809,3.30,,,Cydista,1037,S,,,,
12810,2.20,FORSPI,,,1037,S,,,,
12811,1.60,FORSPI,,,1037,S,,,,
12812,1.50,ALLOCC,,,1037,S,,,,
12813,16.00,ASTGRA,,,1037,S,0,,,
12814,1.40,,,Cydista,1037,S,,,,
12815,4.50,,,Cydista,1037,S,,,,
12816,13.90,MANCHI,,,1037,S,,,,
12817,2.20,,12816,,1037,S,,,,
12818,1.60,,12816,,1037,S,,,,
12819,1.70,,,Smooth gray liana,1037,S,,,,
12820,1.50,,,Smooth gray liana,1037,S,,,,
12821,2.00,HELBAR,,,1037,S,,,,
12822,7.80,ALLOCC,,,1037,S,,,,
12823,2.30,,12822,,1037,S,,,,
12824,1.90,,12822,,1037,S,,,,
12825,1.30,,12822,,1037,S,,,,
12826,3.20,,12822,,1037,S,,,,
12827,1.80,,12822,,1037,S,,,,
12828,6.20,TABOCH,,,1037,S,,,,
12829,1.10,FORSPI,,,1037,S,,,,
12830,1.70,ALLOCC,,,1037,S,,,,
12831,2.70,CORPAN,,,1037,S,,,,
12832,3.30,SLOTER,,Center,1037,S,,,,
12833,1.70,CHOSPI,,,1037,S,,,,
12834,3.00,,,Smooth gray liana,1037,S,,,,
12835,1.70,,,New liana,937,W,,,,
12836,4.60,,,Glandular liana,937,W,,,,
12837,2.10,MACUNG,,,937,W,,,,
12838,6.50,,,Cydista,937,W,,,,
12839,1.70,FORSPI,,,937,W,,,,
12840,4.00,FORSPI,,,937,W,,,,
12841,4.40,,,Glandular liana,937,W,,,,
12842,3.20,ARRPAT,,,937,W,,,,
12843,2.80,,,Glandular liana,937,W,,,,
12844,7.90,GUEMAC,,,937,W,,,,
12845,4.80,,12844,,937,W,,,,
12846,1.50,,,Glandular liana,937,W,,,,
12847,2.30,,,Cydista,937,W,,,,
12848,2.60,,,Glandular liana,937,W,,,,
12849,5.90,ASTGRA,,,937,W,,,,
12850,1.90,SAPPAL,,,937,W,,,,
12851,30.40,MANCHI,,,937,W,,,,
12852,1.30,,12851,,937,W,,,,
12853,1.90,,,Glandular liana,937,W,,,,
12854,2.80,ARRPAT,,,937,W,,,,
12855,3.60,,,Cydista,937,W,,,,
12856,3.10,ALBEDU,,,937,W,,,,
12857,2.60,,12856,,937,W,,,,
12858,1.90,,12856,,937,W,,,,
12859,2.20,,12856,,937,W,,,,
12860,6.00,LICARB,,,937,W,,,,
12861,2.90,,12860,,937,W,,,,
12862,1.90,PAUCUR,,,937,W,,,,
12863,2.40,RANMON,,,937,W,,,,
12864,1.70,PAUCUR,,,937,W,,,,
12865,1.60,LUECAN,,,937,W,,,,
12866,5.10,,12865,,937,W,,,,
12867,1.70,,,Smooth gray liana,937,W,,,,
12868,1.20,,,Smooth gray liana,937,W,,,,
12869,1.70,CORGRA,,,937,W,,,,
12870,1.60,,12869,,937,W,,,,
12871,1.40,,,Smooth gray liana,937,W,,,,
12872,1.20,CORGRA,,,937,W,,,,
12873,2.70,SOLHAZ,,,937,W,,,,
12874,1.90,ALLOCC,,,937,W,,,,
12875,2.30,MALARB,,,937,W,,,,
12876,3.10,SOLHAZ,,,937,W,,,,
12877,3.00,MANCHI,,,937,W,,,,
12878,1.60,MANCHI,,,937,W,,,,
12879,1.10,CASCOR,,,937,W,,,,
12880,4.90,ASTGRA,,,937,W,,,,
12881,1.70,PAUCUR,,,937,W,,,,
12882,10.00,CASSYL,,,937,W,,,,
12883,1.50,LONMIN,,,937,W,,,,
12884,1.00,EUGSAL,,,937,W,,,,
12885,1.00,,,Smooth gray liana,937,W,,,,
12886,1.70,OCOVER,,,937,W,,,,
12887,3.20,,,Cydista,937,W,,,,
12888,2.70,SLOTER,,,937,W,,,,
12889,1.80,,12889,,937,W,,,,
12890,3.10,ARRPAT,,,937,W,,,,
12891,9.50,TABOCH,,,937,W,,,,
12892,1.90,FORSPI,,,937,W,,,,
12893,11.20,MANCHI,,,937,W,,,,
12894,7.00,,12893,,937,W,,,,
12895,2.50,,12893,,937,W,,,,
12896,4.80,OCOVER,,,937,W,,,,
12897,3.40,,12896,,937,W,,,,
12898,1.70,,12896,,937,W,,,,
12899,4.30,,,Glandular liana,937,W,,,,
12900,4.00,,,Glandular liana,937,W,,,,
12901,2.00,PAUCUR,,,937,W,,,,
12902,1.20,,,Serjania,937,W,,,,
12903,2.00,MACUNG,,,937,W,,,,
12904,1.60,,,Smooth gray liana,937,W,,,,
12905,2.50,EUGSAL,,,937,W,,,,
12906,3.90,,,Glandular liana,937,W,,,,
12907,4.20,,,Cydista,937,W,,,,
12908,3.00,,,Cydista,937,W,,,,
12909,2.00,,,Cydista,937,W,,,,
12910,2.80,,,Cydista,937,W,,,,
12911,52.10,LUESPE,,,937,W,0,,,
12912,1.60,,,Cydista,937,W,,,,
12913,3.60,,,Cydista,937,W,,,,
12914,1.80,,,Cydista,937,W,,,,
12915,3.70,SOLHAZ,,,937,N,,,,
12916,1.70,,12915,,937,N,,,,
12917,2.30,SLOTER,,,937,N,,,,
12918,2.30,,12917,,937,N,,,,
12919,1.90,SOLHAZ,,,937,N,,,,
12920,1.20,,12919,,937,N,,,,
12921,1.80,XYLSEE,,,937,N,,,,
12922,1.40,ARRPAT,,,937,N,,,,
12923,1.30,ARRPAT,,,937,N,,,,
12924,7.10,CAPIND,,,937,N,,,,
12925,1.00,FORSPI,,,937,N,,,,
12926,25.50,,,Tall tree,937,N,,,,
12927,5.00,,,Cydista,937,N,,,,
12928,3.30,,,Cydista,937,N,,,,
12929,2.10,,,Cydista,937,N,,,,
